id,lng,lat,GS exposure
298,121.4821041,31.36736399,0.003074653
299,121.4816172,31.36717259,0.022993924
300,121.4811212,31.36700608,0.013208333
301,121.4806374,31.36680607,0.366604167
302,121.4801531,31.36660821,0.374313369
303,121.4796463,31.36648154,0.36946875
304,121.479135,31.36639218,0.340157987
305,121.4786148,31.36636296,0.465634548
306,121.4783258,31.3667159,0.347702258
307,121.4785442,31.36719345,0.349676215
308,121.4787331,31.36768378,0.382394098
309,121.4789276,31.36817194,0.38615191
310,121.479101,31.3686672,0.28205382
311,121.4897182,31.37067037,0.011204019
312,121.4900879,31.37098208,0.22152691
313,121.4906734,31.37087413,0.325598959
314,121.4913768,31.36993752,0.066236112
317,121.4887962,31.37205368,0.048582465
318,121.4883346,31.37180291,0.009850694
319,121.4878554,31.37159373,0.086875868
320,121.4873892,31.37135884,0.053993056
321,121.4893959,31.37183316,0.000258681
322,121.4896125,31.37135454,0.075611111
323,121.4898092,31.37319516,0.033914931
324,121.4895254,31.37363725,0.010196181
325,121.4896381,31.37245335,0.095131945
326,121.4903573,31.3723013,0.438543404
327,121.4906413,31.37186023,0.519474826
328,121.4909418,31.37143109,0.375861112
329,121.4905523,31.3729633,0.067408855
330,121.4910124,31.3732179,0.171608507
331,121.4914743,31.37346833,0.068790799
332,121.4914975,31.37399577,0.011205729
333,121.4915489,31.37144349,0.121435763
334,121.4919647,31.37176275,0.127886285
335,121.4923798,31.37207177,0.220978298
336,121.4881077,31.37283962,0.002090278
337,121.4888239,31.37314728,0.07171007
338,121.4890575,31.372677,0.033453993
339,121.4880455,31.37357344,0.215628472
340,121.4887805,31.37374054,0.052546875
341,121.4865566,31.3721036,0.286898456
342,121.4867681,31.37162384,0.3244375
343,121.4868334,31.37284005,0.364885417
344,121.487304,31.37307495,0.347084201
345,121.4877882,31.37327549,0.293996528
346,121.4875787,31.37470365,0.120078125
347,121.487077,31.37407218,0.171548582
348,121.4873303,31.37362589,0.17855816
349,121.4878275,31.37348898,0.286800348
361,121.4922208,31.37382621,0.172073785
362,121.4926933,31.37405723,0.21748264
363,121.4931635,31.37429276,0.159116319
364,121.4936256,31.37454384,0.19035246
365,121.4931544,31.37254502,0.107704861
366,121.493588,31.37284154,0.261338542
367,121.4940293,31.37312686,0.208138889
368,121.4923966,31.372762,0.156858507
369,121.4920895,31.37318805,0.173386285
370,121.491758,31.37359591,0.096027778
375,121.5035141,31.37271495,0.024199653
376,121.5029886,31.37272495,0.148868924
377,121.5024626,31.37272408,0.27746441
378,121.5045033,31.37241207,0.041780382
379,121.5045054,31.371915,0.029949653
380,121.504208,31.37148471,0.374119792
381,121.5039333,31.37103785,0.338950522
382,121.5036735,31.37058269,0.118679688
383,121.5033872,31.37014624,0.092612847
384,121.5032663,31.36963501,0.078362847
385,121.5031827,31.36912315,0.13468316
386,121.5032123,31.36859878,0.248490451
387,121.5032632,31.3680763,0.196131945
388,121.5033649,31.36756094,0.136586806
389,121.5035122,31.3670567,0.116763889
390,121.5036456,31.36654838,0.102636285
391,121.5037709,31.36603784,0.145909722
392,121.5039463,31.36554281,0.134381077
393,121.5041391,31.36505516,0.009067747
394,121.504333,31.36456796,0.197345501
395,121.5046047,31.36411822,0.041098958
396,121.504877,31.36366861,0.193418403
397,121.5051737,31.36323549,0.025621527
398,121.505465,31.36279858,0.007154514
399,121.5057694,31.36237066,0.1541875
400,121.5246979,31.37387434,0.122243038
401,121.5242806,31.37355937,0.029538195
402,121.5239076,31.37319072,0.288290815
403,121.5235368,31.37281974,0.329511285
404,121.5231682,31.3724465,0.31796441
405,121.5227606,31.37211936,0.301451389
406,121.5223777,31.37176247,0.233151909
407,121.5219778,31.37142644,0.172135417
408,121.5215863,31.37107937,0.215855902
409,121.5213995,31.37061036,0.126140625
410,121.5212302,31.37012189,0.189769966
411,121.5208676,31.36974346,0.56207639
412,121.5204531,31.36942534,0.307849826
413,121.5200741,31.36906289,0.382541667
414,121.5196619,31.3687418,0.609425347
415,121.5192706,31.36839535,0.433486111
416,121.5188765,31.36805283,0.501174479
417,121.5184586,31.36773815,0.542590278
418,121.5180476,31.36741559,0.44264323
419,121.5264087,31.37338408,0.045898438
420,121.5259877,31.37369433,0.119504379
421,121.5255184,31.37393068,0.097701389
422,121.5273693,31.37297814,0.272940973
423,121.527835,31.37274156,0.262010417
424,121.5283186,31.3725379,0.169753472
425,121.5287829,31.37229827,0.088126737
426,121.5292382,31.37204023,0.104037326
427,121.5273395,31.37349414,0.182645833
428,121.5291123,31.37155817,0.207884548
429,121.5287176,31.3712114,0.129154514
430,121.528316,31.37087324,0.118560764
431,121.5279013,31.3705516,0.150329862
432,121.5276461,31.3700979,0.018993056
433,121.5272784,31.36972188,0.29587498
434,121.5269046,31.36935187,0.099587673
435,121.5265112,31.36900425,0.004264757
436,121.5261013,31.36867519,0.059334202
437,121.5256908,31.36834725,0.066251737
438,121.5252676,31.3680351,0.301403646
439,121.5298595,31.37161912,0.081119792
440,121.5302798,31.37130727,0.263676215
441,121.5306987,31.37099302,0.312256076
442,121.5311099,31.37067075,0.277985243
443,121.5315277,31.37035603,0.121836806
444,121.5319222,31.37001396,0.083921876
445,121.5323126,31.3696666,0.092728299
446,121.5313142,31.37464803,0.158532119
447,121.5312865,31.37450182,0.147743055
448,121.5322851,31.37435245,0.326821181
449,121.5328111,31.3743542,0.126448785
450,121.533337,31.37435595,0.19512066
451,121.5278723,31.37378752,0.146760445
452,121.5280929,31.37423803,0.313649306
453,121.5277443,31.37445491,0.229902778
454,121.5273314,31.37413963,0.146760445
455,121.5272675,31.37372276,0.151922743
456,121.5355713,31.37145932,0.048511278
457,121.5349663,31.37113526,0.518973091
458,121.5345186,31.37086084,0.319176216
459,121.5341078,31.37053812,0.403607639
460,121.5336522,31.37027986,0.419413194
461,121.5332328,31.3699687,0.312920139
462,121.5328092,31.36965962,0.272419271
463,121.5350808,31.36951576,0.284654514
464,121.5349443,31.3690081,0.166632813
465,121.5348003,31.36850223,0.098519965
466,121.5346722,31.36799231,0.068190104
467,121.5353817,31.37052018,0.152184896
468,121.5354597,31.37104035,0.122919271
469,121.5357489,31.3697937,0.213841146
470,121.5362719,31.36976165,0.157444445
471,121.5367965,31.36973919,0.276442709
472,121.537321,31.36971051,0.23653125
473,121.5362463,31.37198088,0.732499132
474,121.5366929,31.37225551,0.555766493
475,121.5370949,31.3725901,0.31602865
476,121.5375734,31.3728042,0.446427083
477,121.5380045,31.37310258,0.357734375
478,121.5362109,31.37335549,0.042829861
479,121.5360104,31.37286924,0.057211806
480,121.5358343,31.37237465,0.093313368
481,121.541255,31.37003713,0.314204861
482,121.5410233,31.36956581,0.412464409
483,121.5420163,31.37039066,0.292342014
484,121.5425147,31.37022773,0.416565972
485,121.5430124,31.37006283,0.394160591
486,121.5435084,31.36990769,0.315085069
487,121.5437275,31.36948774,0.416812475
488,121.5434466,31.36905245,0.449495645
489,121.5430754,31.36868197,0.420715278
490,121.53783,31.37017583,0.288040799
491,121.5379698,31.37067458,0.367560764
492,121.5380841,31.37118519,0.398585027
493,121.5384663,31.3715037,0.530485244
494,121.5389819,31.37143727,0.363446181
495,121.5394814,31.37127648,0.259105034
496,121.539967,31.37107975,0.404262153
497,121.5404573,31.37089763,0.249278646
498,121.5409455,31.37070856,0.444198785
499,121.5414429,31.37054477,0.281652778
500,121.5382757,31.36961403,0.303418356
501,121.5388016,31.36960765,0.269197916
502,121.5393249,31.36956169,0.307985278
503,121.5398394,31.3694683,0.344838539
504,121.5403486,31.36935285,0.387753483
505,121.5408362,31.36915801,0.232431424
506,121.5378954,31.36915458,0.327953125
507,121.5380895,31.36866622,0.282355903
508,121.5382563,31.36816761,0.279172743
509,121.5383674,31.36765368,0.132664967
510,121.5455996,31.37074795,0.167604167
511,121.5451217,31.3709669,0.322324653
512,121.5446443,31.37118606,0.191844618
513,121.5480632,31.36977479,0.469985243
514,121.5485497,31.3695759,0.518920139
515,121.549036,31.36937627,0.151926215
516,121.549542,31.36923804,0.191539062
517,121.4521574,31.36450807,0.085540799
518,121.4529697,31.3644924,0.165222268
519,121.4528943,31.36475467,0.051103298
520,121.4591054,31.36645585,0.007242153
521,121.4600106,31.36656313,0.248993924
522,121.4605151,31.36671075,0.177783854
523,121.4610215,31.36685271,0.31755816
524,121.4615257,31.36700131,0.256668403
525,121.4620289,31.36715385,0.176561633
526,121.457367,31.36588388,0.022849826
527,121.4625537,31.36675447,0.107107639
528,121.4627201,31.36625732,0.361472222
529,121.4628852,31.36576004,0.257572049
530,121.4630593,31.36526607,0.260492188
531,121.4632525,31.36478098,0.236912326
532,121.4634084,31.36428051,0.394588542
533,121.4635825,31.3637864,0.343274305
534,121.4637455,31.36328842,0.423033855
535,121.4639133,31.36279181,0.191510417
536,121.4641066,31.36230742,0.164401909
537,121.4642875,31.36181489,0.24974566
538,121.4644727,31.36132333,0.105693576
539,121.4925908,31.36518325,0.080467011
540,121.4928115,31.36470588,0.155249132
541,121.4930189,31.36422299,0.031244792
542,121.4931933,31.36372679,0.001635365
543,121.4933752,31.36323329,0.058044293
544,121.493563,31.362742,0.035434896
545,121.4937545,31.36225218,0.107856771
546,121.4939574,31.36176693,0.075017344
547,121.4941604,31.36128168,0.035248246
548,121.4943698,31.36079924,0.034815103
549,121.494583,31.36031842,0.143082465
550,121.4947727,31.35982784,0.021083334
551,121.4949879,31.35934791,0.129907118
552,121.4952031,31.35886797,0.018625
553,121.4954183,31.35838804,0.165600695
554,121.4956223,31.35790329,0.03440625
555,121.4958337,31.35742176,0.034742187
556,121.4960528,31.35694359,0.090073785
557,121.4962561,31.3564588,0.031493907
558,121.4922902,31.3658369,0.060342882
559,121.491753,31.36611199,0.116872395
560,121.491863,31.36670698,0.036899306
561,121.4922965,31.36645555,0.065141493
562,121.491796,31.36674915,0.036899306
563,121.4923052,31.36812656,0.013732639
571,121.4928211,31.36695792,0.094676215
572,121.4928241,31.36748388,0.132539062
586,121.4930923,31.36524646,0.106145833
587,121.4913628,31.36536008,0.269637154
588,121.4908758,31.36516764,0.397213542
589,121.4903955,31.36495924,0.414186632
590,121.4899084,31.36477172,0.386131945
591,121.489404,31.36463235,0.546926215
592,121.4889033,31.36447644,0.462435775
593,121.4884223,31.36427126,0.525675347
594,121.48793,31.36410253,0.211536458
595,121.4874425,31.36391078,0.324020833
596,121.486947,31.36374053,0.321090277
597,121.4864516,31.36356955,0.276608507
598,121.4859503,31.3634152,0.089717882
599,121.4854559,31.3632415,0.130510417
600,121.4849585,31.36307596,0.129919271
601,121.4844567,31.36292804,0.029744792
602,121.4839668,31.36275336,0.116860243
603,121.4834737,31.36258685,0.052202257
604,121.482982,31.3624051,0.037452257
605,121.5120882,31.36631725,0.398260417
606,121.5124345,31.36592415,0.588643229
607,121.5115303,31.367173,0.504193576
608,121.511321,31.3676527,0.177303819
609,121.5112336,31.36816448,0.339097222
610,121.5109835,31.36862226,0.296407987
611,121.5106319,31.36900134,0.640158854
612,121.5112111,31.36653071,0.098440104
613,121.5108065,31.36619665,0.158638889
614,121.5104262,31.36583471,0.691065972
615,121.5100072,31.36552028,0.628334201
616,121.5095888,31.36520488,0.32676302
617,121.5091695,31.36489052,0.315006076
618,121.5087568,31.3645704,0.221070312
619,121.5133243,31.36493281,0.304842881
620,121.5129524,31.36530482,0.537927951
621,121.5133033,31.36417717,0.03762934
622,121.5128894,31.36385363,0.006960938
623,121.512513,31.36348632,0.005044271
624,121.5121082,31.36315256,0.040222222
625,121.5122356,31.3626804,0.371101563
626,121.5126242,31.36236595,0.481393229
627,121.5131088,31.36218404,0.566050346
628,121.5170118,31.36802933,0.238875
629,121.5174295,31.3683441,0.252658854
630,121.5178431,31.36866287,0.483070313
631,121.5182015,31.36904358,0.385256076
632,121.5139465,31.36409458,0.459447048
633,121.5142444,31.36366246,0.423891493
634,121.5145331,31.36322823,0.519377604
635,121.5161631,31.36431811,0.362482639
636,121.5158165,31.3639247,0.660899306
637,121.5154106,31.3635933,0.589742188
638,121.5170187,31.36735083,0.353925347
639,121.5140765,31.36488837,0.152610243
640,121.5144697,31.36523604,0.547778646
641,121.5148427,31.36560686,0.422671874
642,121.5152483,31.36594003,0.476737846
643,121.515649,31.36627978,0.545988715
644,121.5160289,31.36664232,0.513434897
645,121.5164584,31.36693895,0.474236111
646,121.5169097,31.36720533,0.338763889
647,121.5173541,31.36738502,0.199290798
648,121.5181338,31.36675911,0.285868056
649,121.5184135,31.36631791,0.115177083
650,121.518803,31.36596758,0.256506077
651,121.5192435,31.36568163,0.32302691
652,121.51967,31.36537458,0.547595486
653,121.5200734,31.36503782,0.468179687
654,121.5204919,31.36472089,0.376123265
655,121.5208723,31.36436025,0.215389757
656,121.5245627,31.36751721,0.059315972
657,121.5241773,31.36715969,0.120546007
658,121.5237832,31.36681179,0.078993924
659,121.523377,31.36647851,0.018652778
660,121.5229821,31.36613188,0.048513021
661,121.522583,31.36579073,0.04092882
662,121.5222106,31.36541931,0.077054687
663,121.5218377,31.36504844,0.034822917
664,121.5214319,31.3647153,0.249486111
665,121.5209919,31.36442767,0.070638889
666,121.5245181,31.36815402,0.590480903
667,121.5240822,31.36844815,0.68808507
668,121.5236368,31.36872631,0.63830816
669,121.5231878,31.36899893,0.653387153
670,121.5227287,31.3692533,0.592537327
671,121.5222727,31.36951182,0.2500625
672,121.5253165,31.36748256,0.567696181
673,121.525742,31.36717414,0.750458333
674,121.5261657,31.36686454,0.525351562
675,121.5265734,31.3665333,0.501472223
676,121.5269906,31.36621447,0.510849827
677,121.5273576,31.3658385,0.143072917
678,121.5316948,31.3651678,0.202310764
679,121.5313011,31.3648193,0.127115451
680,121.5325825,31.36539655,0.164559896
681,121.5330951,31.36528574,0.173743056
682,121.533617,31.3652233,0.084161459
683,121.5314036,31.36425594,0.106885416
684,121.531799,31.36391039,0.134701389
685,121.5321597,31.36352907,0.170073785
686,121.5322687,31.36302102,0.180092882
687,121.5322688,31.36249506,0.149248264
688,121.5270708,31.36533841,0.300325521
689,121.5267026,31.36496464,0.226344618
690,121.5262889,31.36464602,0.327569445
691,121.5259157,31.36427708,0.207488715
692,121.5255431,31.3639077,0.365675347
693,121.5251278,31.36359081,0.23528125
694,121.5247535,31.36322319,0.10519618
695,121.5243533,31.36288358,0.300486979
696,121.5239598,31.36253798,0.445780382
697,121.5235466,31.36221833,0.41461632
698,121.5231441,31.36188743,0.47525868
699,121.5280357,31.36570216,0.329119792
700,121.5284159,31.36606261,0.161069445
701,121.5288305,31.36637997,0.227115452
702,121.5292022,31.36675013,0.201151909
703,121.529603,31.36708442,0.310678819
704,121.5300342,31.36738237,0.224680555
705,121.5304405,31.36771108,0.172292535
706,121.5308602,31.3680239,0.150907986
707,121.5312587,31.3683623,0.135635417
708,121.5316593,31.36869733,0.452536458
709,121.5320628,31.36902852,0.47915625
710,121.5324308,31.36939835,0.419792534
711,121.5306029,31.36416798,0.237532118
712,121.5301923,31.36384507,0.268076389
713,121.5298138,31.36348308,0.326907118
714,121.5294101,31.36315176,0.302848959
715,121.5290234,31.36279915,0.355600694
716,121.5286304,31.36245458,0.123465279
717,121.529661,31.36628867,0.231729167
718,121.5300319,31.36665955,0.271657986
719,121.530547,31.3666953,0.22432639
720,121.5309867,31.36641261,0.219329861
721,121.5313999,31.36609349,0.256015625
722,121.5317719,31.36572354,0.205388021
723,121.5296264,31.36571858,0.109338542
724,121.5300333,31.36539057,0.126527778
725,121.5304318,31.36505216,0.146774306
726,121.5308305,31.36471614,0.157733507
727,121.5288543,31.36564163,0.257699606
728,121.5284406,31.36531761,0.239509548
729,121.5280416,31.36497617,0.284552951
730,121.527623,31.36465896,0.156376737
731,121.5272098,31.36433665,0.216522569
732,121.5268034,31.36400513,0.219717898
733,121.5268283,31.36361914,0.286452228
734,121.5272397,31.3632921,0.308121528
735,121.5276508,31.36296472,0.347708334
736,121.5280622,31.36263822,0.292887152
737,121.5338151,31.36446759,0.206868056
738,121.5340831,31.36530516,0.113073785
739,121.534043,31.36531697,0.113073785
740,121.5342561,31.36813401,0.055100695
741,121.5338828,31.36850297,0.079994791
742,121.5334643,31.36881778,0.126711806
743,121.5330452,31.3691322,0.17280382
744,121.5326004,31.36941097,0.172992187
745,121.534558,31.36723267,0.160814236
746,121.5344363,31.36672096,0.292416666
747,121.5343146,31.36620926,0.274515626
748,121.5351239,31.36761321,0.065890658
